Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Tweet Count
2019-10-19,RLCUSDT,7960.68,8102.63,7879.79,7960,487.22,3887996.69,27668
2019-10-20,RLCUSDT,7960,8300,7882.29,8227,676.7,5468738.71,22299
2019-10-21,RLCUSDT,8227,8356.21,8157.84,8212.76,796.1,6545773.85,27792
2019-10-22,RLCUSDT,8212.76,8312.83,7996.19,8023.14,718.04,5864597.16,29495
2019-10-23,RLCUSDT,8023.14,8052.46,7275.24,7468.81,4667.76,35233039.98,33198
2019-10-24,RLCUSDT,7468.81,7511.99,7361.67,7458.57,745.11,5552194.26,28661
2019-10-25,RLCUSDT,7458.57,8800,7400,8670.24,3851.34,31895226.15,35621
2019-10-26,RLCUSDT,8670.24,10610,8650.02,9272.28,5472.87,52400060.06,28498
2019-10-27,RLCUSDT,9272.28,9809.24,9112.86,9547.18,1686.99,16083311.03,23977
2019-10-28,RLCUSDT,9547.18,9932.29,9188.19,9219.51,1584.48,15106793.72,29321
2019-10-29,RLCUSDT,9219.51,9555.57,9072.5,9432.41,1593.23,14882285.98,28066
2019-10-30,RLCUSDT,9432.41,9436.28,9001.71,9171.01,889.9,8170035.3,27509
2019-10-31,RLCUSDT,9171.01,9426.18,8962.5,9154,1073.84,9843833.18,29903
2019-11-01,RLCUSDT,9154,9299.99,9064.47,9246.88,895.77,8213720.19,24927
2019-11-02,RLCUSDT,9246.88,9388.13,9206.91,9307.58,445.11,4144185.8,15383
2019-11-03,RLCUSDT,9307.58,9386.45,9075,9200,333.42,3074478.09,
2019-11-04,RLCUSDT,9200,9600,9135,9415.61,1016.03,9537908.52,
2019-11-05,RLCUSDT,9415.61,9478,9177,9318.5,997.59,9298267.48,
2019-11-06,RLCUSDT,9318.5,9445.38,9260.15,9350.07,740.79,6908137.55,
2019-11-07,RLCUSDT,9350.07,9369.04,9084.95,9202.17,795.25,7332702.98,
2019-11-08,RLCUSDT,9202.17,9250,8670.03,8768.14,1223.47,10869425.3,
2019-11-09,RLCUSDT,8768.14,8877.36,8725,8809.33,306.34,2693884.73,
2019-11-10,RLCUSDT,8809.33,9130.88,8749.02,9040.12,540.05,4851500.83,
2019-11-11,RLCUSDT,9040.12,9065.58,8600,8721.54,613.48,5376110.37,
2019-11-12,RLCUSDT,8721.54,8875.53,8561.12,8814.3,892,7779033.3,
2019-11-13,RLCUSDT,8814.3,8834.98,8706.79,8761.75,580.97,5082929.45,
2019-11-14,RLCUSDT,8761.75,8787,8562.83,8626.66,822.15,7108631.27,
2019-11-15,RLCUSDT,8626.66,8774,8368.33,8457.18,1409.05,12026484.12,
2019-11-16,RLCUSDT,8457.18,8526.08,8430.16,8479.8,244.89,2074900.81,
